Identifier,Company_Name,Country_of_Headquarters,IVLatestFiscalYearPeriodEndDate,FY0,FY-1,FY-2,FY-3,FY-4,FY-5,FY-6,FY-7,FY-8,FY-9
LANDI.S,Landis+Gyr Group AG,Switzerland,31-03-2023,,,,,,,,,,
VBX.DE,Voltabox AG,Germany,,,,,,,,,,,
UPFE.S,UBS Fund Management Switzerland AG,Switzerland,,,,,,,,,,,
M0YNn.DE,Mynaric AG,Germany,,,,,,,,,,,
IFRX.OQ,InflaRx NV,Germany,,,,,,,,,,,
MAXIMA.BN,Promaxima Immobilien AG,Switzerland,,79.25,67.87,46.6,40.05,,,,,,
HFGG.DE,Hellofresh SE,Germany,31-12-2022,,,,,,,,,,
LOV.OQ,Spark Networks SE,Germany,,,,,,,,,,,
ADMI.BN,Admicasa Holding AG,Switzerland,,,,,,,,,,,
PH6.F,Philion SE,Germany,,,,,,,,,,,
S9I.DE,Stemmer Imaging AG,Germany,31-12-2022,60.37,60.8,49.56,,,,,,,
INS2.DE,Instone Real Estate Group SE,Germany,,79.29,80.83,78.22,77.28,76.05,,,,,
SHLG.DE,Siemens Healthineers AG,Germany,30-09-2022,,,,,,,,,,
L03Ag.MU,LHI Palaimon GmbH,Germany,,,,,,,,,,,
MB7.MU,Hydrogen Fuel and EV Charge Solutions AG,Germany,,48.43,46.75,41.03,,,,,,,
DMPG.DE,Dermapharm Holding SE,Germany,31-12-2022,,,,,,,,,,
RORG.D,SunMirror AG,Switzerland,,,,,,,,,,,
SENIO.BN,SenioResidenz AG,Switzerland,31-12-2022,,,,,,,,,,
UDCG.DE,UniDevice AG,Germany,31-12-2022,64.16,62.29,51.61,40.54,,,,,,
DWSG.DE,DWS Group GmbH & Co KgaA,Germany,31-12-2022,53.58,47.13,38.6,24.8,,,,,,
SENSI.S,Sensirion Holding AG,Switzerland,31-12-2022,13.04,11.43,4.26,,,,,,,
ASWN.S,Asmallworld AG,Switzerland,,55.33,43.57,40.2,32.82,23.65,,,,,
MEDA.S,Medartis Holding AG,Switzerland,,,,,,,,,,,
CYR.DE,Cyan AG,Germany,,28.32,26.68,18.6,,,,,,,
SJJG.DE,Serviceware SE,Germany,,19.55,18.53,22.88,,,,,,,
SPEXN.S,Spexis AG,Switzerland,,,,,,,,,,,
Z29.DE,029 Group SE,Germany,,17.28,19.64,14.5,,,,,,,
SF3.DE,STS Group AG,Germany,,,,,,,,,,,
NFN.DE,Nfon AG,Germany,,,,,,,,,,,
HHHAk.MU,Homes & Holiday AG,Germany,,,,,,,,,,,
CPXG.DE,Capsensixx AG,Germany,31-12-2022,63.16,46.99,47.7,,,,,,,
H24.DE,Home24 SE,Germany,,,,,,,,,,,
IRPA.H,Lodgyslife AG,Germany,,18.35,18.39,15.4,,,,,,,
KLIN.S,Klingelnberg AG,Switzerland,31-03-2023,41.19,37.14,,,,,,,,
MMM.AX,Marley Spoon SE,Germany,,25.94,25.62,,,,,,,,
GB.N,Global Blue Group Holding Ltd,Switzerland,,,,,,,,,,,
CSQG.DE,Creditshelf AG,Germany,,,,,,,,,,,
PRO.BN,Procimmo Group AG,Switzerland,,,,,,,,,,,
TRUG.DE,Traumhaus AG,Germany,31-12-2022,,,,,,,,,,
NF4.DE,Netfonds AG,Germany,31-12-2022,80.39,65.68,49.74,45.72,,,,,,
GTX.OQ,Garrett Motion Inc,Switzerland,31-12-2022,,,,,,,,,,
LHG4g.MU,LHI Portunus I Genuesse-GmbH,Germany,,88.76,84.46,73.48,65.58,66.15,,,,,
SIGNC.S,SIG Group AG,Switzerland,31-12-2022,50.11,33.71,25.9,,,,,,,
8TRA.DE,Traton SE,Germany,31-12-2022,55.29,41.47,28.39,,,,,,,
WEW.DE,Westwing Group SE,Germany,,,,,,,,,,,
LIK.DE,Limes Schlosskliniken AG,Germany,31-12-2022,,,,,,,,,,
DFV.DE,DFV Deutsche Familienversicherung AG,Germany,31-12-2022,,,,,,,,,,
IMTX.OQ,Immatics NV,Germany,,,,,,,,,,,
EBE.DE,Aifinyo AG,Germany,31-12-2022,,,,,,,,,,
PAGn.DE,PREOS Global Office Real Estate & Technology AG,Germany,,,,,,,,,,,
BALG.VI,BAL Germany AG,Germany,,,,,,,,,,,
A7K.D,Hbi-Hyperion Se,Germany,,,,,,,,,,,
TUFG.F,RAVENO Capital AG,Germany,,42.27,36.69,32.4,15.79,,,,,,
SRAIL.S,Stadler Rail AG,Switzerland,31-12-2022,64.52,58.17,44.4,36.04,,,,,,
MOVE.S,Medacta Group SA,Switzerland,31-12-2022,54.4,52.95,0.96,,,,,,,
JMIA.N,Jumia Technologies AG,Germany,,73.76,68.29,67.97,27.85,,,,,,
ALCC.S,Alcon AG,Switzerland,31-12-2022,,,,,,,,,,
3D6.DE,Avemio AG,Germany,,33.38,33.33,23.83,,,,,,,
AFPD.S,Aluflexpack AG,Switzerland,31-12-2022,,,,,,,,,,
S6P.F,Spielvereinigung Unterhaching Fussball GmbH & Co KgaA,Germany,,,,,,,,,,,
MERV.VI,MERIDIANA Blockchain Ventures SE,Germany,,,,,,,,,,,
ABT1.D,Advanced Bitcoin Technologies AG,Germany,,,,,,,,,,,
ULTIMA.BN,Ultima Capital SA,Switzerland,,45,29.84,,,,,,,,
ADCT.N,ADC Therapeutics SA,Switzerland,,64.87,70.55,69.58,44.5,,,,,,
TMV.DE,TeamViewer SE,Germany,31-12-2022,85.48,85.23,74.19,,,,,,,
BNTX.OQ,BioNTech SE,Germany,,,,,,,,,,,
XLS.S,Xlife Sciences AG,Switzerland,,,,,,,,,,,
1846.HK,Euroeyes International Eye Clinic Ltd,Germany,,66.92,67.9,66.62,68.47,,,,,,
SWON.S,Softwareone Holding AG,Switzerland,,54.45,57.01,54.8,,,,,,,
CNTG.OQ,Centogene NV,Germany,,,,,,,,,,,
SBXn.D,SynBiotic SE,Germany,,,,,,,,,,,
EXLn.DE,Exasol AG,Germany,,,,,,,,,,,
TIONG.DE,Tion Renewables AG,Germany,31-12-2021,,,,,,,,,,
XCXG.D,coinIX GmbH & Co KgaA,Germany,,,,,,,,,,,
CT4.D,Fox E-Mobility AG,Germany,,,,,,,,,,,
GAG1n.DE,GORE German Office Real Estate AG,Germany,,21.9,8.54,,,,,,,,
NLSP.OQ,NLS Pharmaceutics AG,Switzerland,,,,,,,,,,,
VCHG.D,Valuechain Se,Germany,,,,,,,,,,,
PSGG.DE,PharmaSGP Holding SE,Germany,31-12-2022,,,,,,,,,,
INAI.S,Ina Invest Holding AG,Switzerland,,,,,,,,,,,
BTCE.DE,ETC Issuance GmbH,Germany,,,,,,,,,,,
C900n.D,Auto.De AG,Germany,,,,,,,,,,,
ACHIN.S,Achiko AG,Switzerland,,57.7,55.65,44.37,,,,,,,
VZUG.S,V-ZUG Holding AG,Switzerland,31-12-2022,,,,,,,,,,
BKHTn.DE,Brockhaus Technologies AG,Germany,31-12-2022,22.48,,,,,,,,,
CVAC.OQ,CureVac NV,Germany,,,,,,,,,,,
5GG.D,Consulting Team Holding AG,Germany,,57.21,61.87,,,,,,,,
KTAG.DE,Knaus Tabbert AG,Germany,31-12-2022,30.27,22.55,,,,,,,,
VIAO.N,VIA Optronics AG,Germany,,73.55,77.81,79.93,,,,,,,
ENR1n.DE,Siemens Energy AG,Germany,,76.33,74.48,65.38,,,,,,,
HAGG.DE,Hensoldt AG,Germany,31-12-2022,,,,,,,,,,
SSU.N,SIGNA Sports United NV,Germany,,,,,,,,,,,
4NJ.D,Deutsche Payment A1M SE,Germany,,,,,,,,,,,
C0M.F,Compleo Charging Solutions AG,Germany,,,,,,,,,,,
BEN1.MU,Beno Holding AG,Germany,,,,,,,,,,,
MLTX.OQ,MoonLake Immunotherapeutics,Switzerland,,,,,,,,,,,
CUUG.D,Convalue Se,Germany,,,,,,,,,,,
123F.DE,123fahrschule SE,Germany,,,,,,,,,,,
FSNT.DE,Fashionette AG,Germany,,,,,,,,,,,
67R.D,Optal-Mology AG,Germany,,,,,,,,,,,
LILM.OQ,Lilium NV,Germany,,,,,,,,,,,
88D.MU,WR Wohnraum AG,Germany,,50.12,47.81,37.01,,,,,,,
NA9n.DE,Nagarro SE,Germany,31-12-2022,,,,,,,,,,
8HC.D,Cogia AG,Germany,,,,,,,,,,,
MYTE.N,MYT Netherlands Parent BV,Germany,30-06-2022,,,,,,,,,,
05P.D,Impera SE,Germany,,45.78,47.37,17.41,,,,,,,
AG1G.DE,AUTO1 Group SE,Germany,,85.43,87.02,,,,,,,,
DTGGe.DE,Daimler Truck Holding AG,Germany,31-12-2022,,,,,,,,,,
MLBMD.EUA,Beaconsmind AG,Switzerland,,,,,,,,,,,
9JKn.F,International School Augsburg ISA gemeinnuetzige AG,Germany,31-08-2022,30.21,,,,,,,,,
VTWRn.H,Vantage Towers AG,Germany,31-03-2023,,,,,,,,,,
VH2.DE,Friedrich Vorwerk Group SE,Germany,31-12-2022,,,,,,,,,,
VECT.OQ,VectivBio Holding AG,Switzerland,,,,,,,,,,,
90Y.D,Ikonia FinTech AG,Germany,,56.41,,,,,,,,,
KTEK.DE,Katek Se,Germany,,,,,,,,,,,
SYAB.DE,Synlab AG,Germany,,,,,,,,,,,
ATAI.OQ,ATAI Life Sciences NV,Germany,,,,,,,,,,,
AERO.S,Montana Aerospace AG,Switzerland,31-12-2022,,,,,,,,,,
9DD.D,Fonterelli SPAC 1 AG,Germany,,54.46,25.68,25.73,,,,,,,
PPGN.S,PolyPeptide Group AG,Switzerland,31-12-2022,,,,,,,,,,
HGEA.DE,hGears AG,Germany,,,,,,,,,,,
LDF.DE,Linus Digital Finance AG,Germany,,,,,,,,,,,
APPHG.DE,Apontis Pharma AG,Germany,,,,,,,,,,,
27N.DE,Cannovum Cannabis AG,Germany,,47.51,46.42,32.02,,,,,,,
TRIFOR.CO,Trifork Holding AG,Switzerland,,,,,,,,,,,
OCS.OQ,Oculis Holding AG,Switzerland,,,,,,,,,,,
991.MU,Vitruvia Medical AG,Switzerland,,,,,,,,,,,
9D6.D,Aurenia SE,Germany,,,,,,,,,,,
AQP1.D,Action Press AG,Germany,,58.22,51.69,,,,,,,,
YOUG.DE,ABOUT YOU Holding SE,Germany,,,,,,,,,,,
C3RY.DE,Cherry SE,Germany,,,,,,,,,,,
BIKE.DE,Bike24 Holding AG,Germany,,,,,,,,,,,
SPC1.D,Spac One AG,Germany,,,,,,,,,,,
MLBBO.EUA,BEBO Health SA,Switzerland,,,,,,,,,,,
IDNTT.MI,IDNTT SA,Switzerland,31-12-2022,,,,,,,,,,
9MQ.D,Terentius Se,Germany,,,,,,,,,,,
SOPH.OQ,Sophia Genetics SA,Switzerland,,,,,,,,,,,
9Z2.D,Aurasol AG,Switzerland,,,,,,,,,,,
5KZ.D,Dessixx AG,Germany,,,,,,,,,,,
4JQ.D,Concado Se,Germany,,,,,,,,,,,
VQLA.VI,VOQUZ Labs AG,Germany,31-12-2022,,,,,,,,,,
14Dn.DE,Tokentus Investment AG,Germany,,,,,,,,,,,
5KN.D,Spac Two AG,Germany,,,,,,,,,,,
SRAD.OQ,Sportradar Group AG,Switzerland,,,,,,,,,,,
ONON.N,On Holding AG,Switzerland,,,,,,,,,,,
ASTRO.OL,Astrocast SA,Switzerland,,62.78,63.72,,,,,,,,
VTSCn.DE,Vitesco Technologies Group AG,Germany,31-12-2022,,,,,,,,,,
PYRG.DE,Pyrum Innovations AG,Germany,,,,,,,,,,,
MEDX.S,medmix AG,Switzerland,31-12-2022,,,,,,,,,,
75Sn.DE,Sdm SE,Germany,,,,,,,,,,,
PO1n.F,Performance One AG,Germany,,,,,,,,,,,
VEZ.DE,Veganz Group AG,Germany,,,,,,,,,,,
MYNZ.OQ,Mainz Biomed NV,Germany,,,,,,,,,,,
SEV.OQ,Sono Group NV,Germany,,,,,,,,,,,
ALEX.V,Alpha Exploration Ltd,Switzerland,,,,,,,,,,,
7V0.MU,Darwin AG,Germany,,,,,,,,,,,
GUD1.BE,Guardbox Se,Germany,,,,,,,,,,,
37Gn.D,Ceritech AG,Germany,,,,,,,,,,,
EHCS.AS,European Healthcare Acquisition & Growth Company BV,Germany,,,,,,,,,,,
3YO.D,Venturio SE,Germany,,,,,,,,,,,
S14.D,Strategie Kapital AG,Germany,,,,,,,,,,,
U9P.D,EAMD European AeroMarine Drones AG,Germany,,,,,,,,,,,
YBTC.TG,Bitpanda Issuance GmbH,Germany,,,,,,,,,,,
JZ6.DE,Deutsche Eigenheim Union AG,Germany,,,,,,,,,,,
GGAA.OQ,Genesis Growth Tech Acquisition Corp,Switzerland,,,,,,,,,,,
OJ2.D,Calvert International AG,Germany,,,,,,,,,,,
SMARTsdb.ST,Smart Valor AG,Switzerland,,,,,,,,,,,
5OZ.D,Vameva Se,Germany,,,,,,,,,,,
P911_p.DE,Dr Ing hc F Porsche AG,Germany,31-12-2022,,,,,,,,,,
V1W0g.D,Elaris GmbH,Germany,,,,,,,,,,,
BOGn.MU,Stock3 AG,Germany,31-12-2022,,,,,,,,,,
ENGLG.DE,Digital Invest eV AG,Germany,,,,,,,,,,,
Q11.D,Viromed Medical AG,Germany,,,,,,,,,,,
C45.D,Faveos Se,Germany,,,,,,,,,,,
LP2.D,Innodio Se,Germany,,,,,,,,,,,
HAUTE.BN,Haute Capital Partners AG,Switzerland,,,,,,,,,,,
EPICN.S,EPIC Suisse AG,Switzerland,,,,,,,,,,,
FU0.D,Cerdios Se,Germany,,,,,,,,,,,
PATRI.BN,Patrimonium Urban Opportunity AG,Switzerland,,,,,,,,,,,
E66n.MU,Semodu AG,Germany,31-12-2021,,,,,,,,,,
9MO.D,Spac Three AG,Germany,,,,,,,,,,,
Y59.D,PflegeDigitalisierung Invest AG,Germany,,,,,,,,,,,
ACLN.S,Accelleron Industries AG,Switzerland,31-12-2022,,,,,,,,,,
SSRT.PK,Streetex Corp,Germany,,,,,,,,,,,
HIGHG.DE,Cantourage Group SE,Germany,,,,,,,,,,,
BT6G.D,Vandana Se,Germany,,,,,,,,,,,
6CG.D,Intesgo Se,Germany,,,,,,,,,,,
D77n.DE,Neon Equity AG,Germany,,,,,,,,,,,
IOSn.DE,IONOS Group SE,Germany,31-12-2022,,,,,,,,,,
Q9U.D,Fonterelli SPAC 3 AG,Germany,,,,,,,,,,,
DSFIR.AS,DSM-Firmenich AG,Switzerland,31-12-2021,,,,,,,,,,
LAES.OQ,Sealsq Corp,Switzerland,,,,,,,,,,,
